Nama Tempat,Jenis Tempat uc,Alamat,Jam Operasional,Rating,Jumlah Review,telepon,Ketersediaan Telepon,Website,Latitude,Longitude,Ketersediaan Akses,Aksesibilitas Difabel
Gereja Baptis Indonesia Maleber,Gereja Baptis,"Jl. Maleber Barat No.95, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184",,"4,4",30,"
(022) 6045056",Ada,Tidak Tersedia,-6.9059269,107.5714193,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
HKBP Bethesda,Gereja Lutheran,"2JV4+QXW, Jl. Mekar Agung No.20, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40237",07.00 hingga 19.00,"5,0",8,,Tidak Ada ,Tersedia,-6.9555395,107.6073088,Aksesibilitas Tersedia,[]
Gereja Bala Keselamatan,Gereja Protestan,"Jl. Veteran No.6A, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",Buka 24 jam,"4,7",24,,Tidak Ada ,Tidak Tersedia,-6.9184878,107.6132609,Aksesibilitas Tersedia,[]
GKPB Fajar Pengharapan - Satelit Pasirkoja,Gereja Kristen,"Jl. Pasirkoja No.58, Karanganyar, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242",,"4,8",463,"
(022) 4237966",Ada,Tersedia,-6.9266151,107.6005577,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Stasi St. Benediktus, Kota Baru Parahyangan (ABAI) #StBenediktusBandungBarat",Gereja Katolik,"Jl. Wangsaniaga Wetan Jl. Parahyangan Raya No.Km 2 2, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40713",08.00 hingga 16.00,"5,0",30,,Tidak Ada ,Tersedia,-6.8599269,107.4823739,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKI Gatot Subroto,Gereja,"Jl. Gatot Subroto No.405-407, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 40275",,"4,8",29,"
(022) 7310426",Ada,Tersedia,-6.9312244,107.6419576,Aksesibilitas Tersedia,[]
GKPI Bandung,Gereja Protestan,"Jl. Ciliwung No.20, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",08.00 hingga 17.00,"4,7",71,"
(022) 7107066",Ada,Tersedia,-6.9056299,107.6265278,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKBI Palasari,Gereja,"Jl. Palasari No.7, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40262",,"4,9",14,,Tidak Ada ,Tersedia,-6.9268009,107.6237172,Aksesibilitas Tersedia,[]
Gereja Kristen Immanuel Hosanna,Gereja Kristen,"Jl. Dr. Djunjunan No.141, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",08.00 hingga 16.00,"4,8",62,"
(022) 6034822",Ada,Tersedia,-6.8935077,107.5856904,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja Methodist Indonesia Getsemani Bandung Barat,Gereja Metodis,"Jl. Marjuk No.15, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",,"4,7",14,"
(022) 20524143",Ada,Tidak Tersedia,-6.9116707,107.6021809,Aksesibilitas Tersedia,[]
GKIm Ka Im Tong,Gereja Protestan,"Jl. HOS. Cokroaminoto No.63, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172",08.00 hingga 16.30,"4,8",176,"
(022) 6011677",Ada,Tersedia,-6.910326,107.597774,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GKI Ayudia,Gereja Kristen,"Jl. Ayudia No.10, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172",,"4,7",23,"
(022) 6013341",Ada,Tidak Tersedia,-6.9095212,107.5894896,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Gereja HKBP Bandung Barat,Gereja Lutheran,"Jl. HKBP No.1, Wr. Muncang, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40241",08.00 hingga 22.00,"4,7",242,"
(022) 6002984",Ada,Tidak Tersedia,-6.9215897,107.577921,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Keluarga Allah Bandung,Gereja Kristen,"Jl. Siliwangi Dalam No.3, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",09.00 hingga 16.00,"4,9",20,"
0877-3903-5097",Ada,Tersedia,-6.8852162,107.6123637,Aksesibilitas Tersedia,[]
GKP Jemaat Lembang,Gereja,"Jl. Jayagiri No.8, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Tutup,"4,7",55,"
(022) 2787552",Ada,Tidak Tersedia,-6.8070629,107.6199061,Aksesibilitas Tersedia,[]
Gereja Baptis Indonesia Baitlahim,Gereja Baptis,"Jl. Jend. Sudirman No.586, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183",,"4,8",41,"
(022) 6014479",Ada,Tidak Tersedia,-6.9179732,107.5815055,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja Bethel Tabernakel,Gereja Protestan,"Jl. Holis No.300, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",,"4,9",40,"
(022) 6016561",Ada,Tidak Tersedia,-6.9327448,107.5715936,Aksesibilitas Tersedia,[]
Gereja Kristen Kalam Kudus (GKKK) Taman Kopo Indah,Gereja Kristen,"Blk. A2 Jl. Taman Kopo Indah 2 No.2, Rahayu, Kec. Margaasih, Kabupaten Bandung, Jawa Barat 40218",,"4,8",22,"
(022) 5423950",Ada,Tidak Tersedia,-6.9645862,107.5624295,Aksesibilitas Tersedia,[]
GKIm Hosanna Ciumbuleuit,Gereja Kristen,"Galeri Ciumbuleuit Apartment 1, Jl. Ciumbuleuit, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",09.30 hingga 13.00,"4,8",19,"
0821-2135-5788",Ada,Tidak Tersedia,-6.8813869,107.6046809,Aksesibilitas Tersedia,[]
G.B.T. Anugrah,Gereja Protestan,"Jl. Kesatriaan No.31, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172",,"4,4",7,"
(022) 91567760",Ada,Tidak Tersedia,-6.9123383,107.5958283,Aksesibilitas Tersedia,[]
Gereja Isa Almasih (GIA) Kopo Permai,Gereja Pantekosta,"Jl. Kopo Permai II No.blok 52A 9 U, Sukamenak, Margahayu, Bandung Regency, West Java 40227",09.00 hingga 15.00,"4,9",20,"
(022) 54416910",Ada,Tersedia,-6.9629258,107.5859432,Aksesibilitas Tersedia,[]
Gereja Sidang Kristus,Gereja Kristus,"Jl. Sunda No.49, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",,"4,9",30,"
(022) 4237181",Ada,Tidak Tersedia,-6.919418,107.6177875,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Gereja POUK Secapa AD,Gereja Kristen,"4HHX+R4W, Jl. Komp. Secapa, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Tutup,"4,5",19,"
0813-2227-1074",Ada,Tidak Tersedia,-6.8703774,107.5978357,Aksesibilitas Tersedia,[]
GKI Cimahi,Gereja Kristen,"Jl. Pacinan No.32, Cimahi, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40525",08.00 hingga 16.00,"4,7",56,"
(022) 6632812",Ada,Tersedia,-6.8711719,107.5438869,Aksesibilitas Tersedia,[]
GKPI JK Cimahi,Gereja Lutheran,"4GFR+RX2, Jl. Lurah Gang As-Salam, Karangmekar, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40523",Buka 24 jam,"4,7",27,,Tidak Ada ,Tidak Tersedia,-6.8754809,107.5423947,Aksesibilitas Tersedia,[]
Gereja Baptis Indonesia Cipaganti,Gereja Baptis,"Jalan Rd. A.A Wiranata Kusuma No.139, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",09.00 hingga 15.00,"4,8",18,"
0895-3263-44675",Ada,Tidak Tersedia,-6.8881834,107.6016896,Aksesibilitas Tersedia,[]
GKI Anugerah,Gereja,"Jl. Jend. Sudirman No.193-197, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241",,"4,7",275,"
(022) 6011818",Ada,Tersedia,-6.9201707,107.5974709,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPIB Efata Batujajar,Gereja,"3FPW+9X8, Jalan Raya, Galanggang, Batujajar, West Bandung Regency, West Java 40561",,"4,5",43,"
(022) 6868613",Ada,Tidak Tersedia,-6.9140924,107.4974443,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
GBI Aruna,Gereja Pantekosta,"Jl. Aruna No.19, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174",13.00 hingga 16.30,"4,8",971,"
(022) 6003808",Ada,Tersedia,-6.9082245,107.5874633,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKJ Kiaracondong,Gereja,"Jl. Stasiun Kiaracondong No.99/134B, Kebun Jayanti, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40111",,"4,7",33,"
(022) 7305127",Ada,Tidak Tersedia,-6.9255684,107.6463212,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Bunda Tujuh Kedukaan, Pandu",Gereja Katolik,"Jl. Pandu No.4, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",06.00 hingga 21.00,"4,8",1.806,"
(022) 6011138",Ada,Tersedia,-6.9055223,107.5934154,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Rehoboth,Gereja,"Jl. Raden Dewi Sartika No.36-38, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",08.00 hingga 16.00,"4,6",37,"
(022) 4230722",Ada,Tidak Tersedia,-6.9251361,107.6059459,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GKI Pasirkaliki,Gereja Kristen,"Jl. Pasir Kaliki No.157, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",,"5,0",7,,Tidak Ada ,Tidak Tersedia,-6.9031897,107.597172,Aksesibilitas Tersedia,[]
GKI Maulana Yusuf Pos Jemaat Bahureksa 26 Bandung,Gereja Protestan,"Jl. Bahureksa No.26, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",Tutup,,,,Tidak Ada ,Tersedia,-6.9053985,107.6155855,Aksesibilitas Tersedia,[]
Gereja Kristen Protestan Terdekat dari POLBAN DAN ULBI,Gereja,"Jl. Prof. Dr. Sutami No.52, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",,,,,Tidak Ada ,Tidak Tersedia,-6.8777692,107.5882059,Aksesibilitas Tersedia,[]
Gereja Oikumene Pusdiklatpassus,Gereja,"3FMR+XJ8, Pintu, Galanggang, Kec. Batujajar, Kabupaten Bandung Barat, Jawa Barat 40561",,"4,7",3,,Tidak Ada ,Tidak Tersedia,-6.9152383,107.4916358,Aksesibilitas Tersedia,[]
"Stasi St. Benediktus, Kota Baru Parahyangan (ABAI) #StBenediktusBandungBarat",Gereja Katolik,"Jl. Wangsaniaga Wetan Jl. Parahyangan Raya No.Km 2 2, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40713",08.00 hingga 16.00,"5,0",30,,Tidak Ada ,Tersedia,-6.8599269,107.4823739,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Stasi Ratu Semesta Alam, Manggahang",Gereja Katolik,"Kampung Andir No.33, RT.04/RW.04, Manggahang, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375",08.00 hingga 22.00,"4,4",44,,Tidak Ada ,Tersedia,-7.0150093,107.6433429,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santa Odilia, Cicadas",Gereja Katolik,"Jl. Cicadas Ps. II No.45, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124",08.00 hingga 19.00,"4,6",598,"
(022) 7271501",Ada,Tidak Tersedia,-6.9072705,107.6426698,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Amal Penguburan Katolik (APK) Santo Yusup,Kantor Perusahaan,"4H5M+8WP, Unnamed Road, Sukagalih, Sukajadi, Bandung City, West Java 40163",,"4,3",3,"
(022) 2015282",Ada,Tersedia,-6.8916587,107.5848303,Aksesibilitas Tersedia,[]
GII Hok Im Tong - Kota Baru Parahyangan,Gereja Evangelis,"Jl. Parahyangan Raya No.Km 1.7, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",,"4,7",27,,Tidak Ada ,Tersedia,-6.8597374,107.4828507,Aksesibilitas Tersedia,[]
GSPDI PADALARANG,Gereja,"KPAD SEJAHTERA BLOK T NO 4, Padalarang, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",Tutup,"5,0",77,,Tidak Ada ,Tidak Tersedia,-6.8475371,107.4694271,Aksesibilitas Tersedia,[]
"Gereja Katolik St. Benediktus, Kota Baru Parahyangan",Gereja,"Jl. Parahyangan Raya No.Kav 10C, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",,,,,Tidak Ada ,Tidak Tersedia,-6.8648974,107.4698878,Aksesibilitas Tersedia,[]
Gereja Bethel Tabernakel Cisokan,Gereja Injil Sepenuh,"Jl. Terusan Cisokan No. 19, Haurgeulis, Cileunyi, Cihaur Geulis, Bandung, Kota Bandung, Jawa Barat 40122",,"4,5",60,"
(022) 7274778",Ada,Tidak Tersedia,-6.901797,107.6318821,Aksesibilitas Tersedia,[]
GPIB SILIH ASIH BANDUNG,Gereja,"Jl. T. Kaktus No.15, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40221",08.00 hingga 17.00,"5,0",21,,Tidak Ada ,Tidak Tersedia,-6.9348611,107.5822153,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Gabriel, Sumber Sari",Gereja Katolik,"Jl. Sumber Makmur No.4, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40222",08.00 hingga 16.00,"4,8",483,,Tidak Ada ,Tidak Tersedia,-6.9374071,107.5721222,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Griya Fatima (Pastoran),Gereja Katolik,"Jln. Karmel No.112, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",06.00 hingga 18.00,"4,9",10,"
(022) 2787331",Ada,Tersedia,-6.8136839,107.6140502,Aksesibilitas Tersedia,[]
"Gua Maria - Pertapaan Karmel, Lembang",Gereja Katolik,"Jl. Karmel 1 No.113, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",07.30 hingga 19.00,"4,9",2.838,,Tidak Ada ,Tidak Tersedia,-6.8131704,107.6144404,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Laurentius, Sukajadi",Gereja Katolik,"Jl. Sukajadi No.223, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,"4,8",1.045,"
(022) 2038462",Ada,Tersedia,-6.875829,107.596044,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Paulus, Moch. Toha",Gereja Katolik,"Jl. Moch. Toha No.19-21, Pungkur, Kec. Regol, Kota Bandung, Jawa Barat 40252","09.00 hingga 12.00,13.00 hingga 16.00","4,7",896,"
(022) 5207404",Ada,Tersedia,-6.9293556,107.6070709,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Katolik St. Agustinus Cimahi,Gereja Katolik,"Jl. Gatot Subroto No.28, Karangmekar, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40523",,"4,5",66,,Tidak Ada ,Tidak Tersedia,-6.8780164,107.5445062,Aksesibilitas Tersedia,[]
"Gua Maria, Santo Boromeus",Gereja Katolik,"Jl. Surya Kencana No.7, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Tutup,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.8938101,107.6138715,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Salib Suci, Kamuning",Gereja Katolik,"Jl. Kemuning No.25, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",05.00 hingga 00.00,"4,7",458,"
(022) 7271310",Ada,Tersedia,-6.916163,107.6284408,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Melania, Cihaur Geulis",Gereja Katolik,"Jl. Melania No.1-3, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",,"4,7",117,"
(022) 20463790",Ada,Tidak Tersedia,-6.9003616,107.6238023,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda']"
GKIm Hosanna Ciumbuleuit,Gereja Kristen,"Galeri Ciumbuleuit Apartment 1, Jl. Ciumbuleuit, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",09.30 hingga 13.00,"4,8",19,"
0821-2135-5788",Ada,Tidak Tersedia,-6.8813869,107.6046809,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santa Maria Fatima, Lembang",Gereja Katolik,"Jl. Karmel, Jayagiri, Lembang, West Bandung Regency, West Java 40391",07.00 hingga 19.00,"4,8",541,"
(022) 2787331",Ada,Tersedia,-6.8128003,107.6146483,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GBIS Kristus Pembela,Gereja Injil Sepenuh,"Jl. Muara Barat No.2, Situsaeur, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40234",Tutup,"5,0",31,"
0811-2331-945",Ada,Tidak Tersedia,-6.9392999,107.5992571,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik St. Yusuf Pekerja, Majalaya",Gereja Katolik,"Jl. Raya Laswi No.95, Padamulya, Kec. Majalaya, Kabupaten Bandung, Jawa Barat 40392",,"4,7",13,"
0812-2352-538",Ada,Tersedia,-7.0496427,107.7485958,Aksesibilitas Tersedia,[]
GBKP Bandung Barat,Gereja,"Jl. Holis No.278 B, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212",Tutup,"4,5",52,"
(022) 6045586",Ada,Tersedia,-6.9310621,107.5721195,Aksesibilitas Tersedia,[]
Gereja Bethel Indonesia Kota Baru Parahyangan,Gereja Kristen,"Jl. Wangsaniaga Wetan No.28, Kertajaya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",,"4,9",14,,Tidak Ada ,Tidak Tersedia,-6.8594888,107.4829247,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Fransiskus Xaverius, Dayeuhkolot",Gereja Katolik,"Jl. Raya Bojongsoang No.17, Bojongsoang, Kec. Bojongsoang, Kabupaten Bandung, Jawa Barat 40257",,"4,7",208,"
(022) 42821012",Ada,Tersedia,-6.9841599,107.629783,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Biara Ursulin,Biara,"3JQM+94H, Jl. Supratman I, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",,"4,7",62,"
(022) 7107208",Ada,Tidak Tersedia,-6.9115732,107.6328457,Aksesibilitas Tersedia,[]
Gereja Katolik Paroki Hati Tak Bernoda Santa Perawan Maria,Gereja Katolik,"Jl. Suryalaya No.3, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265",06.00 hingga 22.00,"4,8",693,"
(022) 7303922",Ada,Tersedia,-6.940817,107.625909,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
International Full Gospel Fellowship (IFGF) Bandung,Gereja,"blok J IFGF Bandung at THE HOUSE, Jl. Pasir Kaliki No.25 - 27, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40172",,"4,8",149,"
0877-2211-1767",Ada,Tersedia,-6.9146512,107.5932124,Aksesibilitas Tersedia,['Memiliki tempat parkir khusus pengguna kursi roda']
GPIB Efata Batujajar,Gereja,"3FPW+9X8, Jalan Raya, Galanggang, Batujajar, West Bandung Regency, West Java 40561",,"4,5",43,"
(022) 6868613",Ada,Tidak Tersedia,-6.9140924,107.4974443,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
"Gereja Katolik Paroki Bunda Tujuh Kedukaan, Pandu",Gereja Katolik,"Jl. Pandu No.4, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",06.00 hingga 21.00,"4,8",1.806,"
(022) 6011138",Ada,Tersedia,-6.9055223,107.5934154,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Kapel Katolik Hati Kudus Yesus, Lebak Gede",Gereja Katolik,"Jl. Surya Kencana No.3, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",05.30 hingga 06.00,"4,8",217,,Tidak Ada ,Tidak Tersedia,-6.894155,107.614249,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Pastoran St.Martinus Bandung,Rumah Pendeta Protestan,"Perumahan Kopo Permai 1, Blk. H No.4, Sukamenak, Margahayu, Bandung Regency, West Java 40227",07.30 hingga 12.00,"4,8",75,"
(022) 5404263",Ada,Tersedia,-6.9645848,107.5834733,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katedral Bandung, Santo Petrus",Katedral Katolik,"Jl. Merdeka No.14, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",08.00 hingga 18.00,"4,8",5.123,"
(022) 4235537",Ada,Tersedia,-6.9148463,107.6106056,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki St. Theodorus, Sukawarna",Gereja Katolik,"Jl. Unpar II No.10, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",Tutup,"4,8",207,"
(022) 82003709",Ada,Tersedia,-6.8896639,107.5764554,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Martinus, Margahayu",Gereja Katolik,"Jl. Hercules 4, Sulaiman, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40229",06.00 hingga 07.00,"4,7",459,"
(022) 5404263",Ada,Tersedia,-6.985416,107.568153,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Kapel Katolik Mater Boni Consilii, Cibeunying Kidul",Gereja Katolik,"Jl. Supratman No.1, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40114",,"4,7",57,"
(022) 7207332",Ada,Tersedia,-6.9116383,107.6327473,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Michael, Waringin",Gereja Katolik,"Jl. Waringin No.51, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182",Buka 24 jam,"4,8",265,"
(022) 6018769",Ada,Tersedia,-6.9171009,107.591306,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Ignatius, Cimahi",Gereja Katolik,"Jl. Baros No.8, Baros, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40521",05.30 hingga 18.00,"4,8",1.013,"
(022) 6654052",Ada,Tersedia,-6.8905712,107.5364163,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Mahasiswa Katolik,Gereja Katolik,"Sekolah Santo Aloysius, Jl. Sultan Agung No.2, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",10.00 hingga 17.00,"4,8",105,"
(022) 4217796",Ada,Tersedia,-6.9057474,107.6118923,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
